Wall time,Step,Value
1617024970.7742722,0,1564.803955078125
1617026013.9371986,0,646.2926025390625
1617027055.07974,0,496.8764953613281
1617028096.202806,0,692.9549560546875
1617029253.5284173,0,408.309814453125
1617030286.4692225,0,413.6031188964844
1617031324.191805,0,632.78955078125
1617032355.7838469,0,361.0903015136719
1617096262.002314,0,395.0477294921875
1617097363.0762863,0,466.5631408691406
1617098386.8316944,0,408.2336120605469
1617099398.4000237,0,356.587646484375
1617100411.7254865,0,309.90435791015625
1617101521.5655525,0,465.12945556640625
1617102538.7342067,0,296.3038024902344
1617103554.9096556,0,342.94244384765625
1617104567.4620883,1,515.306640625
1617105681.0233753,1,333.29473876953125
1617106695.467811,1,424.26739501953125
1617107705.893703,1,532.2449951171875
1617108712.4501138,1,418.1378479003906
1617109833.8641891,1,374.1680908203125
1617110844.8782616,1,501.85400390625
1617111853.078492,1,388.9017333984375
1617112867.2205515,1,409.25726318359375
1617113993.8688357,1,778.7659301757812
1617115009.2616925,1,286.1300354003906
1617116021.1552901,1,376.50830078125
1617117033.450132,1,380.6960144042969
1617118157.045082,1,362.9473876953125
1617119169.4328334,1,448.8042907714844
1617120185.2972038,2,316.4593811035156
1617121206.9910696,2,503.0850830078125
1617122339.2830813,2,355.76605224609375
1617123352.7345629,2,493.9913024902344
1617124361.2629402,2,321.259033203125
1617125375.0849042,2,491.3667907714844
1617126494.7249188,2,323.024658203125
1617127511.9513695,2,222.83767700195312
1617128525.7479765,2,426.45208740234375
1617129540.7052536,2,309.9595031738281
1617130652.8408213,2,331.41851806640625
1617131667.030667,2,366.572021484375
1617132676.7121134,2,221.84991455078125
1617133684.1434007,2,498.87164306640625
1617134804.9330447,2,319.16412353515625
1617135824.5312917,3,327.46295166015625
1617136833.5673125,3,296.0637512207031
1617137847.4042459,3,307.1663818359375
1617138968.5596495,3,346.95538330078125
1617139981.1158304,3,266.94586181640625
1617140991.5440402,3,354.44903564453125
1617142002.5542202,3,426.47564697265625
1617143113.1089623,3,274.8609619140625
1617144126.0608263,3,504.9149169921875
1617145138.6644192,3,391.4493103027344
1617146152.2354817,3,302.2578125
1617147270.4550757,3,492.79254150390625
1617148280.9965968,3,272.800537109375
1617149286.7274466,3,410.1518859863281
1617150296.2816687,3,397.11663818359375
1617151411.8269916,4,299.08184814453125
1617152423.0882132,4,257.50079345703125
1617153430.7222283,4,419.896484375
1617154441.3609362,4,337.4031677246094
1617155560.4281588,4,213.39175415039062
1617156571.429399,4,370.84356689453125
1617157581.3956187,4,500.0847473144531
1617158593.0387573,4,471.2267761230469
1617159709.6152933,4,380.7756652832031
1617160722.3083215,4,284.7930908203125
1617161728.2452307,4,359.3005065917969
1617162738.0282936,4,219.66705322265625
1617163864.3870237,4,315.0082092285156
1617164878.7436543,4,521.4988403320312
1617165890.619682,4,374.236328125
1617166902.8780515,4,393.0155029296875
1617168030.2178786,5,274.150634765625
1617169039.170799,5,234.2316436767578
1617170049.2612727,5,325.5879821777344
1617171059.04778,5,287.735107421875
1617172184.4953475,5,263.95233154296875
1617173196.2227035,5,436.4266052246094
1617174210.6628404,5,342.57080078125
1617175227.4033194,5,247.07513427734375
1617176350.0819094,5,381.9701232910156
1617177362.9466848,5,238.19833374023438
1617178378.26199,5,309.5677490234375
1617179397.3205514,5,228.26687622070312
1617180526.0417783,5,283.0469055175781
1617181541.9727678,5,352.6094970703125
1617182558.293983,5,234.48521423339844
1617183581.323515,6,170.5491943359375
1617184703.1547472,6,370.67254638671875
1617185725.2389827,6,334.01556396484375
1617186741.7620504,6,416.6396484375
1617187752.151851,6,173.06082153320312
1617188890.5579267,6,452.50030517578125
1617189903.4539695,6,402.6734619140625
1617190919.5383432,6,536.3655395507812
1617191939.7581227,6,299.39459228515625
1617193074.3643975,6,296.95452880859375
1617194085.7939234,6,383.07757568359375
1617195093.5208592,6,339.3578796386719
1617196106.780969,6,315.8065185546875
1617197236.1074655,6,282.9019775390625
1617198248.8757663,6,326.1739196777344
1617199266.0485086,7,352.26190185546875
1617200281.67653,7,259.3896484375
1617201414.952354,7,330.537109375
1617202424.1995595,7,490.6017150878906
1617203435.8916357,7,420.54937744140625
1617204450.4969249,7,308.4842224121094
1617205580.637149,7,245.73223876953125
1617206599.675717,7,272.4728698730469
1617207608.4645984,7,237.94509887695312
1617208628.5402658,7,276.8606262207031
1617209751.384484,7,293.8172912597656
1617210769.8573291,7,278.21728515625
1617211787.6296773,7,353.76171875
1617212805.2007248,7,208.73583984375
1617213945.6601562,7,473.5505065917969
1617214956.8341784,8,304.36663818359375
1617215966.8544934,8,207.27670288085938
1617216978.0932732,8,278.4139404296875
1617218098.1094577,8,335.89715576171875
1617219115.158612,8,306.11004638671875
1617220127.1240535,8,364.51263427734375
1617221141.1144302,8,171.34127807617188
1617222271.2730925,8,236.17135620117188
1617223287.775504,8,322.94866943359375
1617224300.6823053,8,329.0039978027344
1617225319.4599228,8,352.47979736328125
1617226451.051688,8,272.8003845214844
1617227466.7900543,8,351.70526123046875
1617228488.8066926,8,229.17953491210938
1617229506.8843243,8,274.0783386230469
1617230634.8345373,9,404.23175048828125
1617231653.533339,9,414.98211669921875
1617232672.5397062,9,474.8226623535156
1617233698.161776,9,231.3134002685547
1617234831.5005164,9,460.5679931640625
1617235850.6787083,9,436.8612060546875
1617236868.7894137,9,292.2102966308594
1617237891.9803395,9,563.6160888671875
1617239028.207739,9,284.96075439453125
1617240047.6167498,9,294.581298828125
1617241071.7195032,9,370.17352294921875
1617242093.779895,9,387.5095520019531
1617243222.7749166,9,262.6292419433594
1617244239.924675,9,362.78302001953125
1617245259.7819164,9,180.4171905517578
1617246281.4306378,9,224.88970947265625
1617247407.5377493,10,320.09185791015625
1617248427.230947,10,390.22332763671875
1617249448.0964987,10,422.5364990234375
1617250469.2678947,10,275.594482421875
1617251604.3398137,10,199.83868408203125
1617252626.9820073,10,241.3656005859375
1617253649.230555,10,238.7147674560547
1617254674.8167694,10,441.2541198730469
1617255814.7793865,10,408.2126770019531
1617256836.793553,10,338.07659912109375
1617257860.6158628,10,292.21063232421875
1617258878.011114,10,244.88771057128906
1617260013.7096958,10,161.6159210205078
1617261030.6034343,10,313.26385498046875
1617262045.8081937,10,249.67672729492188
1617263067.1012957,11,378.23907470703125
1617264214.5837321,11,449.6849365234375
1617265229.19893,11,212.4503173828125
1617266247.4735408,11,330.56658935546875
1617267268.105524,11,249.73330688476562
1617268408.296661,11,271.968505859375
1617269427.1789627,11,328.685546875
1617270443.9012644,11,332.48931884765625
1617271459.8078036,11,362.7850646972656
1617272599.1335835,11,371.6865234375
1617273612.8269017,11,282.8641052246094
1617274637.9893906,11,391.8249206542969
1617275659.0407739,11,336.0191955566406
1617276787.1279857,11,253.20127868652344
1617277802.5864756,11,219.7464141845703
1617278823.1051865,12,203.40719604492188
1617279840.4743273,12,230.44705200195312
1617280977.3686569,12,361.5517578125
1617281990.3914409,12,362.2156982421875
1617282999.4729578,12,384.1904296875
1617284013.0881586,12,321.7099914550781
1617285141.4831793,12,350.28253173828125
1617286153.5958145,12,288.58087158203125
1617287164.0568812,12,247.3870849609375
1617288174.674493,12,291.7450866699219
1617289299.7742226,12,355.30194091796875
1617290312.4736705,12,460.5371398925781
1617291326.732572,12,397.66632080078125
1617292339.2980177,12,342.4400634765625
1617293467.7409048,12,271.62335205078125
1617294481.384842,13,321.066162109375
1617295491.152725,13,271.7500305175781
1617296507.0249863,13,234.83895874023438
1617297644.2285469,13,465.6549072265625
1617298661.1203086,13,267.1219177246094
1617299677.91634,13,255.25390625
1617300702.5879307,13,395.4122314453125
1617301841.974874,13,257.5958557128906
1617302865.042388,13,251.79083251953125
1617303889.3321092,13,294.7831115722656
1617304910.7149477,13,321.6507568359375
1617306049.8144689,13,277.64276123046875
1617307069.6770854,13,259.99359130859375
1617308091.258685,13,264.0442199707031
1617309114.8768451,13,409.3812255859375
1617310242.5944932,13,261.5929870605469
1617311258.1608155,14,346.27703857421875
1617312274.1146731,14,342.8324279785156
1617313290.8357844,14,188.98709106445312
1617314417.1004982,14,290.42999267578125
1617315432.9544332,14,389.68121337890625
1617316444.5148454,14,352.44598388671875
1617317470.9582212,14,289.4543762207031
1617318599.799448,14,347.6876525878906
1617319612.297121,14,269.7745361328125
1617320623.662613,14,258.37127685546875
1617321647.6886628,14,343.7137451171875
1617322775.4186382,14,196.5087127685547
1617323791.4781783,14,382.10150146484375
1617324813.157365,14,280.9406433105469
1617325830.4925423,14,641.6321411132812
1617326963.5126624,15,313.358642578125
1617327973.725809,15,202.0423583984375
1617328986.6769266,15,240.14059448242188
1617330008.4001274,15,192.25099182128906
1617331130.742441,15,224.0342254638672
1617332152.6136906,15,220.6364288330078
1617333159.9418106,15,366.9442138671875
1617334178.054482,15,431.1363220214844
1617335313.6455991,15,395.0830993652344
1617336323.2535176,15,310.5050048828125
1617337342.9609115,15,449.335693359375
1617338367.1710265,15,361.0359191894531
1617339504.461846,15,178.80357360839844
1617340515.991452,15,143.98681640625
1617341529.535339,15,351.0234375
1617342543.5177472,16,436.160400390625
1617343685.670037,16,307.5771484375
1617344695.8674176,16,333.62945556640625
1617345711.2930624,16,194.09527587890625
1617346726.4669747,16,314.88494873046875
1617347865.0850089,16,276.1722717285156
1617348877.468537,16,247.34548950195312
1617349900.5750656,16,246.4845733642578
1617350925.9877477,16,458.2658996582031
1617352061.4252386,16,281.92291259765625
1617353082.7000556,16,354.95770263671875
1617354101.1171143,16,244.17526245117188
1617355128.7507043,16,406.71392822265625
1617356273.3782663,16,291.46502685546875
1617357294.0826373,16,224.32156372070312
1617358316.8105376,17,252.75277709960938
1617359340.814664,17,267.9154968261719
1617360484.0905306,17,321.2106628417969
1617361509.9532056,17,380.5578308105469
1617362529.951485,17,381.2416076660156
1617363550.6488156,17,228.18167114257812
1617364702.214123,17,558.593994140625
1617365723.8901222,17,368.46533203125
1617366745.1442928,17,310.46441650390625
1617367770.9054518,17,277.75390625
1617368916.5560524,17,272.57525634765625
1617369929.048259,17,290.0851745605469
1617370953.7041814,17,277.3128662109375
1617371970.469985,17,338.10211181640625
1617373114.3948092,17,283.7496337890625
1617374130.2294266,18,390.65460205078125
1617375158.709613,18,346.3682861328125
1617376181.9153974,18,434.4720458984375
1617377317.9614859,18,377.78546142578125
1617378344.303493,18,409.0146484375
1617379368.7491517,18,412.54296875
1617380393.3620582,18,302.94268798828125
1617381540.3105989,18,196.59378051757812
1617382553.7813056,18,336.1950988769531
1617383576.8089738,18,279.3176574707031
1617384599.84753,18,262.69921875
1617385740.7316532,18,299.2659912109375
1617386757.4530241,18,189.60533142089844
1617387773.5061617,18,305.6448059082031
1617388791.2229652,18,323.86920166015625
1617389935.0940077,18,305.721923828125
1617390952.4758403,19,410.75103759765625
1617391973.8036861,19,249.8536834716797
1617392987.7500803,19,223.25222778320312
1617394120.5800846,19,348.31842041015625
1617395137.742431,19,372.89154052734375
1617396163.500426,19,419.8963317871094
1617397183.794506,19,367.65087890625
1617398331.5765991,19,291.9704895019531
1617399352.2615545,19,311.7080078125
1617400376.1806471,19,231.75550842285156
1617401398.0317903,19,251.42947387695312
1617402535.6204116,19,360.6517028808594
1617403550.9841974,19,201.83384704589844
1617404572.2147658,19,543.2554321289062
1617405591.8184009,19,361.2326965332031
1617406726.2193968,20,270.65753173828125
1617407746.4341378,20,233.31642150878906
1617408772.1967244,20,230.92588806152344
1617409795.3893774,20,350.5709228515625
1617410935.080179,20,314.81329345703125
1617411960.8187835,20,436.326171875
1617412979.0333068,20,436.09136962890625
1617413993.6481957,20,308.40283203125
1617415136.165217,20,379.59332275390625
1617416156.3667715,20,243.930908203125
1617417170.3962696,20,320.86138916015625
1617418195.0257547,20,422.60137939453125
1617419353.75657,20,417.30364990234375
1617420376.4141245,20,249.0189971923828
1617421400.5972357,20,298.3643493652344
1617422428.7434664,21,255.122314453125
1617423577.004447,21,279.43939208984375
1617424602.7641995,21,453.89501953125
1617425622.4960933,21,146.08590698242188
1617426644.6823237,21,257.99847412109375
1617427783.6361313,21,581.256591796875
1617428797.7122612,21,348.33648681640625
1617429824.796603,21,132.33157348632812
1617430860.4497106,21,317.0771484375
1617432012.5713508,21,233.7312774658203
1617433034.5199752,21,248.39671325683594
1617434061.4960723,21,421.8033447265625
1617435081.7668588,21,529.4730224609375
1617436214.3900125,21,349.01153564453125
1617437237.162009,21,261.5714111328125
1617438263.2223947,22,295.87060546875
1617439291.0851798,22,373.2548828125
1617440436.4535735,22,285.5951843261719
1617441455.2608798,22,335.1204528808594
1617442486.2477198,22,272.93109130859375
1617443522.03761,22,326.8005065917969
1617444667.2984848,22,183.9579315185547
1617445704.9102159,22,284.87298583984375
1617446731.5697145,22,273.1495361328125
1617447762.2836242,22,254.36038208007812
1617448925.2863176,22,280.888427734375
1617449973.5392942,22,249.2071990966797
1617451012.3005376,22,129.77755737304688
1617452049.5065806,22,268.2564697265625
1617453195.4982152,22,189.40243530273438
1617454231.5236537,22,270.5121765136719
1617455271.5256836,23,465.6802062988281
1617456301.848091,23,316.1312255859375
1617457456.755972,23,242.595458984375
1617460393.1762245,46,260.51507568359375
1617571992.291215,46,304.6399230957031
1617574432.4456718,46,271.8948669433594
1617576784.4747083,46,278.2305603027344
1617579145.4423869,46,281.68365478515625
1617581508.646981,46,324.3124084472656
1617583993.2842126,46,260.4507751464844
1617586398.5407429,47,323.7205810546875
1617588795.4302297,47,228.39666748046875
1617591193.6022458,47,370.98822021484375
1617593685.4656348,47,361.39404296875
1617596061.9246223,47,288.05535888671875
1617598449.7731607,47,293.0279846191406
1617600840.8535254,47,207.33404541015625
1617603341.9390867,47,221.67066955566406
1617605745.967836,48,298.891357421875
1617608122.9948964,48,361.83880615234375
1617610500.478794,48,319.639404296875
1617612986.4389155,48,273.5501708984375
1617615383.0319543,48,174.47653198242188
1617617773.4260194,48,302.9893798828125
1617620162.57001,48,300.2547607421875
1617622702.338035,49,362.3057556152344
1617625043.0713763,49,368.7502136230469
1617627356.4075034,49,211.06793212890625
