Wall time,Step,Value
1616423916.9986274,5,235.79342651367188
1616427393.9937322,5,284.127685546875
1616430937.9825714,5,413.2353515625
1616434414.8270524,5,360.77288818359375
1616437892.33771,5,389.15667724609375
1616441368.9179077,5,453.6758728027344
1616444924.588143,5,336.5186767578125
1616448419.240036,5,310.7165832519531
1616451913.7798808,5,245.94261169433594
1616455408.392709,6,317.2215576171875
1616458974.6440673,6,259.8656005859375
1616462469.4278843,6,210.13076782226562
1616465963.944192,6,295.957275390625
1616469459.1794124,6,236.34066772460938
1616473020.9765732,6,353.07867431640625
1616476516.1338658,6,231.58535766601562
1616480011.8062973,6,383.1217956542969
1616483507.1367369,6,549.6066284179688
1616487069.8686674,6,321.51971435546875
1616490565.1289475,6,166.73370361328125
1616494060.4653113,6,565.9624633789062
1616497555.6730435,6,499.20513916015625
1616501118.1024406,6,216.47357177734375
1616504613.2865193,6,260.4552001953125
1616508108.7659488,7,274.0145263671875
1616511604.4362905,7,255.22479248046875
1616515165.546084,7,238.2669219970703
1616518660.7877514,7,476.6995849609375
1616522156.3977141,7,634.365478515625
1616525652.0634124,7,516.196533203125
1616529214.6968074,7,332.47216796875
1616532710.3378816,7,241.2969207763672
1616536205.7947078,7,416.8465576171875
1616539701.1009076,7,422.3183898925781
1616543267.87239,7,284.7431945800781
1616546764.0661063,7,290.2821960449219
1616550259.8329303,7,431.4221496582031
1616553755.305831,7,343.98065185546875
1616557317.261784,7,372.639404296875
1616560812.9686368,8,352.8653564453125
1616564308.5688682,8,387.17913818359375
1616567804.082105,8,462.25421142578125
1616571367.784804,8,251.19082641601562
1616574863.5658107,8,176.5060577392578
1616578359.101129,8,327.1380310058594
1616581854.5642564,8,292.5684509277344
1616585417.832608,8,379.1679382324219
1616588913.4758077,8,438.08319091796875
1616592409.5350032,8,388.50042724609375
1616595896.8799465,8,531.2338256835938
1616599441.8102112,8,297.47906494140625
1616602919.1967661,8,327.717041015625
1616606396.7418814,8,515.2772216796875
1616609876.5065322,8,336.0020446777344
1616613420.7407763,9,493.659423828125
1616616897.853033,9,339.717529296875
1616620377.4878395,9,294.4649658203125
1616623854.4560716,9,276.1306457519531
1616627401.366538,9,297.0445251464844
1616630876.146672,9,297.68438720703125
1616634351.1339207,9,231.46002197265625
1616637826.0042677,9,422.2930908203125
1616641368.2915118,9,392.42315673828125
1616644843.177344,9,504.38958740234375
1616648318.112315,9,494.1723937988281
1616651793.2383862,9,270.984130859375
1616655335.525086,9,504.359375
1616658810.6036234,9,267.9665832519531
1616662286.5162017,9,481.11138916015625
1616665780.1543272,9,428.3779296875
1616669329.5122883,10,369.27679443359375
1616672809.8286026,10,216.6476287841797
1616676292.5669732,10,378.21484375
1616679770.2031364,10,214.220458984375
1616683326.355072,10,393.263427734375
1616686812.0630748,10,251.49864196777344
1616690295.135034,10,439.18670654296875
1616693779.7884276,10,295.3418884277344
1616697324.5018952,10,485.931884765625
1616700801.6384788,10,278.08367919921875
1616704277.9347584,10,234.75469970703125
1616707768.940918,10,477.7279357910156
1616711330.6085243,10,324.5766906738281
1616714826.26705,10,323.8626708984375
1616718328.0380576,10,317.0550537109375
1616721823.5985162,11,471.87744140625
1616725384.612792,11,386.0169982910156
1616728882.2111263,11,285.31494140625
1616732379.7611008,11,448.86968994140625
1616735875.4497907,11,580.8756103515625
1616739440.5431104,11,549.3182373046875
1616742936.2257335,11,294.6744689941406
1616746432.0411453,11,240.0292205810547
1616749929.966491,11,357.2091369628906
1616753492.906415,11,355.66864013671875
1616756990.3565485,11,233.07357788085938
1616760487.575282,11,285.9643859863281
1616763987.6637335,11,414.49017333984375
1616767555.1215436,11,305.5029296875
1616771055.1570563,11,396.01983642578125
1616774553.2512364,12,283.8065185546875
1616778055.1539283,12,326.2027587890625
1616781617.1431117,12,355.37591552734375
1616785112.2303512,12,377.9670715332031
1616788607.674252,12,426.6468811035156
1616792103.2304056,12,295.2945251464844
1616795664.8289442,12,302.8966369628906
1616799160.4676812,12,330.4618835449219
1616802656.036327,12,499.1180419921875
1616806152.0678866,12,313.5631408691406
1616809713.714992,12,379.0953063964844
1616813209.4795141,12,289.68597412109375
1616816705.2288191,12,414.6403503417969
1616820201.0373018,12,360.0177001953125
1616823769.5499952,12,257.45794677734375
1616827265.4554245,13,459.81787109375
1616830761.2419047,13,372.5052490234375
1616834257.4712145,13,435.81610107421875
1616837820.1420166,13,235.54461669921875
1616841316.3221676,13,217.74493408203125
1616844812.1835988,13,502.9315185546875
1616848307.9953861,13,360.137451171875
1616851870.1376164,13,163.4026336669922
1616855364.6308718,13,372.94976806640625
1616858859.6537192,13,313.6272888183594
1616862357.942771,13,258.740478515625
1616865922.223815,13,223.851318359375
1616869417.8427076,13,360.8355712890625
1616872921.9961674,13,206.97415161132812
1616876417.7970595,13,321.82489013671875
1616879981.618389,13,334.375244140625
1616883477.8523123,14,432.82464599609375
1616886974.14566,14,316.6030578613281
1616890470.5021288,14,211.261962890625
1616894032.5599542,14,458.8822937011719
1616897528.7592835,14,471.5704040527344
1616901027.2701883,14,396.52130126953125
1616904523.6944768,14,358.51806640625
1616908092.7436826,14,355.3616943359375
1616911588.353392,14,399.2068176269531
1616915084.2366023,14,240.88217163085938
1616918580.3501968,14,408.0545349121094
1616922143.1555245,14,171.63528442382812
1616925639.1734216,14,242.14913940429688
1616929135.4365418,14,489.84039306640625
1616932631.2679746,14,417.2059631347656
1616936197.6753974,15,399.73089599609375
1616939683.7467804,15,348.9053955078125
1616943163.653901,15,357.5233459472656
1616946643.726344,15,331.45318603515625
1616950191.5069697,15,350.84539794921875
1616953671.677013,15,274.2545471191406
1616957152.340886,15,360.1648254394531
1616960632.803987,15,519.8837280273438
1616964180.4624605,15,350.0019836425781
1616967673.616868,15,344.79107666015625
1616971160.1716714,15,264.2001037597656
1616974638.5955613,15,334.04962158203125
1616978184.9865432,15,422.39874267578125
1616981663.588139,15,332.86126708984375
1616985141.9103014,15,305.8706359863281
1616988620.2811415,16,418.024658203125
1616992169.2275574,16,402.9405517578125
1616995647.2910664,16,318.6575012207031
1616999125.4692283,16,309.82855224609375
1617002603.677404,16,366.2109069824219
1617006162.12571,16,444.90411376953125
1617009649.6501327,16,303.1850891113281
1617013166.2619028,16,409.767333984375
1617016650.3885827,16,363.4605407714844
1617020307.40781,16,467.2122497558594
