Wall time,Step,Value
1616108576.3809013,0,158.08294677734375
1616112069.6568625,0,301.0493469238281
1616115562.7921298,0,465.46636962890625
1616119056.623245,0,547.2803955078125
1616122629.601504,0,501.49481201171875
1616126122.619814,0,472.3542785644531
1616129618.9079328,0,346.13470458984375
1616133114.3570318,0,495.96966552734375
1616136691.6274023,0,517.5299072265625
1616140185.3168483,0,483.8935852050781
1616143680.0830185,0,336.6471252441406
1616147173.4407587,0,480.77618408203125
1616150741.8276205,0,170.68650817871094
1616154235.1603246,0,403.3437805175781
1616157728.1554263,0,290.3905334472656
1616161224.4630373,1,399.4249267578125
1616164794.451968,1,397.4945068359375
1616168288.587353,1,207.12977600097656
1616171781.0492709,1,309.83917236328125
1616189142.9082646,1,253.9723358154297
1616192728.4232454,1,410.0211486816406
1616196206.7627068,1,491.916015625
1616199684.5101542,1,433.86590576171875
1616203170.7594743,1,298.955322265625
1616206742.020689,1,351.83740234375
1616210239.523843,1,374.8045959472656
1616213737.1326098,1,301.1358947753906
1616217240.1931891,1,177.21011352539062
1616220808.6215386,1,381.3628234863281
1616224307.0924032,1,397.50823974609375
1616227786.643758,1,455.25592041015625
1616231266.1896174,1,390.9566650390625
1616234815.9320712,1,393.86236572265625
1616238295.5033674,1,465.773681640625
1616241775.0827417,2,369.74017333984375
1616245255.0020828,2,303.1784362792969
1616248802.8852754,2,386.117919921875
1616252281.5177283,2,212.66639709472656
1616255760.871378,2,304.449951171875
1616259249.3946476,2,282.5662536621094
1616262796.752256,2,345.8143615722656
1616266273.3697867,2,370.669921875
1616269758.0233295,2,381.3685302734375
1616273257.167245,2,283.3831481933594
1616276827.3216,2,316.4427490234375
1616280324.1876075,2,324.3939208984375
1616283819.438812,2,497.33001708984375
1616287314.6670485,2,292.1383056640625
1616290877.8203936,2,343.2342529296875
1616294372.819031,3,410.0104064941406
1616297868.119724,3,372.2209167480469
1616301363.2259917,3,255.35275268554688
1616304925.9629872,3,496.01751708984375
1616308421.3792698,3,493.7065124511719
1616311916.8297803,3,357.6456298828125
1616315412.549966,3,207.11529541015625
1616318976.4312592,3,376.7227478027344
1616322471.6648154,3,343.7471008300781
1616325967.0595884,3,323.6337890625
1616329462.2520301,3,297.5201416015625
1616333026.062703,3,380.86944580078125
1616336521.7819324,3,503.07037353515625
1616340017.173769,3,336.0274658203125
1616343532.9241538,3,373.46258544921875
1616347096.4748092,4,377.5994873046875
1616350590.40964,4,506.3665771484375
1616354075.6912394,4,221.01397705078125
1616357550.606591,4,419.57220458984375
1616361099.0263803,4,385.7568054199219
1616364573.098605,4,519.7744140625
1616368047.545497,4,381.3582763671875
1616371522.152174,4,182.09219360351562
1616375062.9383957,4,341.228271484375
1616378537.455311,4,386.90484619140625
1616382012.097149,4,333.1121826171875
1616385486.6061106,4,392.92913818359375
1616389028.6827595,4,113.13095092773438
1616392503.683269,4,406.80194091796875
1616395978.2626379,4,491.815185546875
1616399452.4846046,4,203.332763671875
1616402994.1444128,5,290.8653564453125
1616406468.257855,5,359.7759704589844
1616409942.3684206,5,306.87860107421875
1616413420.5079322,5,357.84332275390625
1616416963.8099627,5,341.87359619140625
1616420440.7433755,5,314.7449951171875
